"user_id","date","price","item_name"
1100546,2015-06-08,2880,"item3"
1100546,2015-06-08,2880,"item2"
1100622,2015-06-26,4320,"item16"
1100622,2015-06-26,2592,"item4"
1100622,2015-06-26,2880,"item17"
1100634,2015-06-12,2160,"item9"
1100634,2015-06-12,4320,"item16"
1100634,2015-06-12,3600,"item8"
1100634,2015-06-12,2160,"item10"
1110036,2015-06-02,8064,"item1"
1110183,2015-06-16,7200,"item14"
1110183,2015-06-16,8640,"item13"
1110183,2015-06-16,4320,"item16"
1110662,2015-06-02,5184,"item6"
1110662,2015-06-02,3600,"item8"
1110681,2015-06-02,3600,"item15"
1110681,2015-06-02,4320,"item16"
1110681,2015-06-02,4608,"item7"
1111243,2015-06-18,10080,"item1"
1111292,2015-06-18,3600,"item8"
1111292,2015-06-18,4608,"item7"
1111301,2015-06-03,7200,"item14"
1111301,2015-06-03,7200,"item15"
1111301,2015-06-03,3168,"item12"
1111301,2015-06-03,8640,"item13"
1111331,2015-06-02,4608,"item7"
1111331,2015-06-02,4320,"item9"
1111331,2015-06-02,2880,"item3"
1111331,2015-06-02,4320,"item16"
1111331,2015-06-02,2160,"item10"
1111331,2015-06-02,2880,"item17"
1111331,2015-06-02,3168,"item12"
1111362,2015-06-12,4320,"item16"
1111362,2015-06-12,3600,"item8"
1120004,2015-06-23,3600,"item15"
1120004,2015-06-15,3600,"item14"
1120004,2015-06-15,4320,"item13"
1120004,2015-06-23,4320,"item16"
1120004,2015-06-23,4320,"item13"
1120004,2015-06-15,3600,"item15"
1120065,2015-06-03,6336,"item12"
1120065,2015-06-03,3600,"item15"
1120065,2015-06-03,7200,"item14"
1120103,2015-06-02,10800,"item15"
1120142,2015-06-02,4320,"item10"
1120142,2015-06-02,3600,"item15"
1120187,2015-06-26,4320,"item13"
1120187,2015-06-26,3600,"item15"
1120187,2015-06-26,3600,"item14"
1120187,2015-06-26,1728,"item6"
1120206,2015-06-24,4320,"item10"
1120206,2015-06-24,2880,"item18"
1120206,2015-06-24,2160,"item9"
1120235,2015-06-22,3600,"item14"
1120235,2015-06-22,7200,"item15"
1120303,2015-06-23,3600,"item14"
1120303,2015-06-23,3600,"item15"
1120303,2015-06-23,4320,"item13"
1120321,2015-06-16,8640,"item13"
1120335,2015-06-16,10080,"item1"
1120342,2015-06-25,7200,"item14"
1120390,2015-06-05,5184,"item4"
1120390,2015-06-05,4032,"item1"
1130037,2015-06-16,2160,"item10"
1130037,2015-06-16,2160,"item9"
1130037,2015-06-16,2880,"item17"
1130394,2015-06-12,10368,"item4"
1130396,2015-06-04,4320,"item9"
1130396,2015-06-04,4320,"item10"
1130398,2015-06-01,2880,"item17"
1130398,2015-06-01,4320,"item9"
1130398,2015-06-01,4320,"item10"
1130429,2015-06-19,40320,"item1"
1130437,2015-06-29,3600,"item15"
1130437,2015-06-29,3600,"item14"
1130437,2015-06-29,2304,"item7"
1130437,2015-06-29,1728,"item6"
1130437,2015-06-29,3168,"item12"
1130577,2015-06-01,7200,"item15"
1130577,2015-06-01,1800,"item19"
1130634,2015-06-02,2160,"item9"
1130634,2015-06-02,2880,"item2"
1130634,2015-06-02,2880,"item3"
1130634,2015-06-02,2160,"item10"
1130716,2015-06-01,7200,"item14"
1130775,2015-06-11,4320,"item10"
1130775,2015-06-11,4320,"item9"
1130785,2015-06-23,2592,"item4"
1130785,2015-06-23,6048,"item20"
1130792,2015-06-11,2160,"item9"
1130792,2015-06-11,6480,"item10"
1130798,2015-06-18,2880,"item2"
1130798,2015-06-18,2880,"item3"
1130798,2015-06-18,2160,"item10"
1130803,2015-06-18,2304,"item7"
1130803,2015-06-18,3168,"item12"
1130803,2015-06-18,1728,"item6"
1130859,2015-06-09,8064,"item1"
1130864,2015-06-17,4320,"item16"
1130865,2015-06-15,2016,"item1"
1130865,2015-06-15,2592,"item4"
1130868,2015-06-08,7776,"item4"
1130872,2015-06-15,3600,"item8"
1130872,2015-06-15,3600,"item15"
1130872,2015-06-15,2304,"item7"
1130903,2015-06-08,7200,"item15"
1130903,2015-06-08,10800,"item14"
1140003,2015-06-18,2160,"item10"
1140003,2015-06-18,2160,"item9"
1140003,2015-06-18,1800,"item19"
1140028,2015-06-02,2160,"item10"
1140065,2015-06-19,4320,"item16"
1140096,2015-06-23,4320,"item10"
1140096,2015-06-23,4320,"item9"
1140138,2015-06-09,6480,"item9"
1140138,2015-06-09,4320,"item10"
1140155,2015-06-01,8640,"item2"
1140156,2015-06-03,6048,"item20"
1140156,2015-06-03,2016,"item1"
1140195,2015-06-18,2880,"item2"
1140195,2015-06-18,2160,"item10"
1140195,2015-06-18,2880,"item3"
1140276,2015-06-12,4320,"item16"
1140276,2015-06-12,1728,"item6"
1140276,2015-06-12,2016,"item1"
1140291,2015-06-19,3600,"item8"
1140291,2015-06-19,2160,"item9"
1140291,2015-06-19,2016,"item1"
1140291,2015-06-19,2160,"item10"
1140328,2015-06-09,2880,"item2"
1140328,2015-06-09,2880,"item3"
1140340,2015-06-11,2160,"item9"
1140340,2015-06-11,2880,"item2"
1140340,2015-06-11,2880,"item3"
1140408,2015-06-02,4320,"item16"
1140408,2015-06-02,4320,"item10"
1140461,2015-06-09,7776,"item4"
1140496,2015-06-18,5760,"item17"
1140496,2015-06-18,2160,"item9"
1140496,2015-06-18,2160,"item10"
1140498,2015-06-09,4608,"item7"
1140498,2015-06-09,3600,"item14"
1140535,2015-06-02,8640,"item9"
1140536,2015-06-23,2880,"item17"
1140555,2015-06-02,3600,"item14"
1140555,2015-06-02,2160,"item10"
1140555,2015-06-02,3600,"item15"
1140555,2015-06-02,2880,"item2"
1140557,2015-06-02,7776,"item4"
1140568,2015-06-23,6480,"item10"
1140568,2015-06-23,2880,"item17"
1140588,2015-06-01,5400,"item10"
1140588,2015-06-01,5400,"item9"
1140595,2015-06-01,4320,"item13"
1140595,2015-06-01,2592,"item4"
1140595,2015-06-01,3600,"item14"
1140655,2015-06-10,2160,"item9"
1140655,2015-06-10,2160,"item10"
1140655,2015-06-10,4320,"item11"
1140671,2015-06-04,7200,"item8"
1140725,2015-06-09,2160,"item10"
1140725,2015-06-09,3600,"item15"
1140725,2015-06-09,2304,"item7"
1140738,2015-06-17,4320,"item16"
1140740,2015-06-02,2160,"item9"
1140740,2015-06-02,2160,"item10"
1140740,2015-06-02,5760,"item17"
1140741,2015-06-16,4320,"item9"
1140741,2015-06-16,2160,"item10"
1140741,2015-06-16,1728,"item6"
1140745,2015-06-09,4320,"item10"
1140745,2015-06-09,4320,"item9"
1140762,2015-06-10,3600,"item14"
1140762,2015-06-10,4320,"item13"
1140762,2015-06-10,3168,"item12"
1140762,2015-06-10,1728,"item6"
1140773,2015-06-03,2160,"item9"
1140773,2015-06-03,10800,"item10"
1140785,2015-06-11,8640,"item17"
1140827,2015-06-01,2160,"item10"
1140827,2015-06-01,2160,"item9"
1140852,2015-06-25,4320,"item11"
1140852,2015-06-25,2160,"item10"
1140852,2015-06-25,2160,"item9"
1140859,2015-06-12,8064,"item1"
1140863,2015-06-02,3600,"item14"
1140863,2015-06-02,6336,"item12"
1140863,2015-06-02,1728,"item6"
1140863,2015-06-02,4608,"item7"
1140889,2015-06-05,4320,"item9"
1140889,2015-06-05,2592,"item4"
1140889,2015-06-05,4320,"item10"
1140900,2015-06-01,4320,"item10"
1140900,2015-06-01,4320,"item9"
1140950,2015-06-29,4320,"item10"
1140950,2015-06-29,4320,"item9"
1140971,2015-06-01,2160,"item9"
1140971,2015-06-01,2160,"item10"
1140971,2015-06-01,3600,"item15"
1140973,2015-06-16,5760,"item17"
1140973,2015-06-16,2160,"item9"
1140973,2015-06-16,4320,"item10"
1140977,2015-06-24,2880,"item3"
1140977,2015-06-24,2160,"item9"
1140977,2015-06-24,2160,"item10"
1141015,2015-06-12,4320,"item9"
1141027,2015-06-16,4608,"item7"
1141027,2015-06-16,4320,"item16"
1141031,2015-06-03,2880,"item2"
1141031,2015-06-03,5760,"item3"
1141097,2015-06-23,8640,"item21"
1141099,2015-06-15,7200,"item15"
1150061,2015-06-18,3600,"item15"
1150061,2015-06-18,4320,"item13"
1150061,2015-06-18,3600,"item14"
1150094,2015-06-18,3456,"item6"
1150094,2015-06-18,7200,"item15"
1150094,2015-06-18,2160,"item9"
1150094,2015-06-18,2160,"item10"
1150094,2015-06-18,4608,"item7"
1150095,2015-06-18,4320,"item16"
1150095,2015-06-18,2160,"item9"
1150095,2015-06-18,2160,"item10"
1150150,2015-06-02,2160,"item9"
1150150,2015-06-02,2880,"item17"
1150150,2015-06-02,2160,"item10"
1150174,2015-06-22,2880,"item2"
1150174,2015-06-22,2880,"item3"
1150176,2015-06-09,3600,"item15"
1150176,2015-06-09,4320,"item16"
1150176,2015-06-09,2160,"item10"
1150176,2015-06-09,2160,"item9"
1150200,2015-06-29,2160,"item9"
1150208,2015-06-16,2160,"item9"
1150228,2015-06-22,2160,"item9"
1150228,2015-06-22,2160,"item10"
1150228,2015-06-22,2880,"item3"
1150265,2015-06-09,7200,"item8"
1150308,2015-06-29,3600,"item8"
1150314,2015-06-02,8064,"item1"
1150315,2015-06-26,4320,"item10"
1150315,2015-06-26,4320,"item9"
1150322,2015-06-22,7200,"item5"
1150338,2015-06-12,2160,"item9"
1150338,2015-06-12,2160,"item10"
1150355,2015-06-11,5400,"item21"
1150369,2015-06-18,2700,"item15"
1150372,2015-06-22,7200,"item5"
1150375,2015-06-10,3168,"item12"
1150375,2015-06-10,4320,"item16"
1150375,2015-06-10,2880,"item17"
1150411,2015-06-29,8064,"item1"
1150422,2015-06-01,2880,"item18"
1150423,2015-06-17,2016,"item1"
1150423,2015-06-23,2592,"item4"
1150424,2015-06-01,2160,"item10"
1150424,2015-06-01,3600,"item14"
1150424,2015-06-01,2160,"item9"
1150425,2015-06-02,2880,"item17"
1150425,2015-06-02,2160,"item10"
1150425,2015-06-02,4320,"item9"
1150426,2015-06-02,3600,"item22"
1150427,2015-06-02,4320,"item16"
1150428,2015-06-03,2016,"item1"
1150431,2015-06-05,4032,"item1"
1150431,2015-06-05,5184,"item4"
1150432,2015-06-05,4320,"item10"
1150433,2015-06-08,5184,"item4"
1150433,2015-06-08,2016,"item1"
1150434,2015-06-08,6048,"item1"
1150434,2015-06-08,3168,"item12"
1150442,2015-06-09,4320,"item9"
1150442,2015-06-09,4320,"item10"
1150445,2015-06-09,10080,"item23"
1150446,2015-06-09,10080,"item23"
1150448,2015-06-29,1728,"item6"
1150448,2015-06-29,2160,"item10"
1150448,2015-06-15,2160,"item9"
1150448,2015-06-15,2160,"item10"
1150448,2015-06-15,2880,"item17"
1150448,2015-06-29,4320,"item9"
1150450,2015-06-09,2592,"item4"
1150450,2015-06-09,5760,"item22"
1150452,2015-06-09,4320,"item11"
1150452,2015-06-09,4320,"item10"
1150453,2015-06-09,2880,"item3"
1150456,2015-06-09,2016,"item1"
1150456,2015-06-09,2592,"item4"
1150458,2015-06-09,3600,"item22"
1150459,2015-06-09,3600,"item15"
1150459,2015-06-09,3600,"item14"
1150460,2015-06-09,3600,"item22"
1150461,2015-06-09,3600,"item22"
1150462,2015-06-10,3600,"item22"
1150462,2015-06-19,2880,"item17"
1150463,2015-06-10,3600,"item22"
1150464,2015-06-10,2880,"item2"
1150464,2015-06-19,2880,"item17"
1150464,2015-06-10,2016,"item1"
1150464,2015-06-10,2880,"item3"
1150464,2015-06-19,2700,"item15"
1150465,2015-06-10,3600,"item22"
1150466,2015-06-10,4032,"item1"
1150467,2015-06-11,2016,"item1"
1150468,2015-06-11,3600,"item22"
1150469,2015-06-11,3600,"item22"
1150470,2015-06-12,8640,"item16"
1150471,2015-06-24,8640,"item16"
1150472,2015-06-12,3600,"item22"
1150473,2015-06-15,4032,"item1"
1150474,2015-06-15,5760,"item22"
1150476,2015-06-16,8640,"item17"
1150477,2015-06-16,2016,"item1"
1150477,2015-06-16,5184,"item4"
1150478,2015-06-16,3600,"item22"
1150479,2015-06-25,2160,"item9"
1150479,2015-06-25,2160,"item10"
1150479,2015-06-25,4320,"item16"
1150480,2015-06-16,7200,"item14"
1150482,2015-06-16,4320,"item16"
1150483,2015-06-17,3600,"item22"
1150484,2015-06-17,4320,"item10"
1150484,2015-06-17,4320,"item9"
1150485,2015-06-17,4320,"item16"
1150486,2015-06-17,3600,"item8"
1150486,2015-06-17,4320,"item16"
1150488,2015-06-18,4320,"item16"
1150488,2015-06-18,3600,"item8"
1150489,2015-06-18,4320,"item16"
1150490,2015-06-18,2160,"item10"
1150490,2015-06-18,2160,"item9"
1150490,2015-06-18,2880,"item3"
1150491,2015-06-19,2592,"item4"
1150491,2015-06-19,2016,"item1"
1150492,2015-06-18,6480,"item10"
1150492,2015-06-18,2160,"item9"
1150493,2015-06-19,3600,"item22"
1150498,2015-06-24,3600,"item22"
1150499,2015-06-23,2880,"item3"
1150499,2015-06-23,4320,"item10"
1150499,2015-06-23,2160,"item9"
1150500,2015-06-23,1728,"item6"
1150500,2015-06-23,3168,"item12"
1150500,2015-06-23,3600,"item15"
1150501,2015-06-24,3600,"item22"
1150503,2015-06-25,4320,"item16"
1150505,2015-06-25,4320,"item10"
1150506,2015-06-26,4320,"item16"
1150506,2015-06-26,3168,"item12"
1150507,2015-06-29,2160,"item10"
3050874,2015-06-15,3600,"item15"
3050874,2015-06-15,3600,"item14"
3051088,2015-06-23,10080,"item1"
3051325,2015-06-18,3600,"item8"
3051388,2015-06-03,3600,"item14"
3051388,2015-06-03,4320,"item13"
3051821,2015-06-02,4032,"item1"
3051821,2015-06-24,2016,"item1"
3051821,2015-06-02,2160,"item9"
3051821,2015-06-24,5184,"item4"
3051821,2015-06-02,2160,"item10"
3051860,2015-06-23,2160,"item10"
3051860,2015-06-23,3600,"item16"
3051860,2015-06-23,1728,"item6"
3052023,2015-06-18,3600,"item8"
3052030,2015-06-12,7560,"item1"
3052043,2015-06-04,4032,"item1"
3052043,2015-06-04,3600,"item8"
3052273,2015-06-24,2160,"item10"
3052273,2015-06-24,2160,"item9"
3052278,2015-06-16,3600,"item16"
3052293,2015-06-09,2880,"item17"
3052293,2015-06-09,2160,"item9"
3052293,2015-06-09,2160,"item10"
3052393,2015-06-18,3600,"item8"
3062741,2015-06-29,3600,"item8"
3062741,2015-06-01,2700,"item16"
3063104,2015-06-02,3600,"item15"
3063104,2015-06-02,3600,"item14"
3063194,2015-06-05,7200,"item14"
3063194,2015-06-05,7200,"item15"
3063194,2015-06-26,2592,"item4"
3063194,2015-06-26,8820,"item23"
3064086,2015-06-08,2160,"item10"
3064086,2015-06-08,2160,"item9"
3064278,2015-06-22,3600,"item16"
3064300,2015-06-12,2160,"item9"
3064300,2015-06-12,4320,"item13"
3064300,2015-06-12,4320,"item10"
3064728,2015-06-03,3600,"item8"
3064728,2015-06-03,4320,"item16"
3064871,2015-06-01,3456,"item6"
3064871,2015-06-01,4032,"item1"
3064946,2015-06-16,2880,"item2"
3064946,2015-06-16,4320,"item10"
3065087,2015-06-15,5184,"item6"
3065087,2015-06-15,7776,"item4"
3065087,2015-06-15,6336,"item12"
3065286,2015-06-09,2160,"item10"
3065286,2015-06-09,2880,"item3"
3065286,2015-06-09,2160,"item9"
3065548,2015-06-03,3600,"item15"
3065548,2015-06-03,3600,"item14"
3065650,2015-06-02,2592,"item4"
3065650,2015-06-02,4032,"item1"
3065650,2015-06-02,3600,"item14"
3065650,2015-06-02,6336,"item12"
3065650,2015-06-02,3600,"item15"
3065743,2015-06-02,6336,"item12"
3065743,2015-06-02,3600,"item8"
3065778,2015-06-16,3600,"item16"
3065778,2015-06-16,2160,"item10"
3066040,2015-06-01,4320,"item13"
3066040,2015-06-01,3600,"item14"
3066236,2015-06-23,6048,"item1"
3066236,2015-06-23,2592,"item4"
3066262,2015-06-15,4320,"item16"
3066262,2015-06-15,3600,"item8"
3066363,2015-06-01,3600,"item8"
3066363,2015-06-01,4320,"item16"
3066380,2015-06-12,3600,"item16"
3066532,2015-06-11,2304,"item7"
3066532,2015-06-11,2160,"item10"
3066532,2015-06-11,2592,"item4"
3066532,2015-06-11,2880,"item17"
3066532,2015-06-11,3600,"item15"
3066532,2015-06-11,2160,"item9"
3066532,2015-06-11,4320,"item16"
3066541,2015-06-11,8640,"item16"
3066677,2015-06-05,2880,"item17"
3066677,2015-06-05,3600,"item8"
3066677,2015-06-05,4320,"item16"
3066693,2015-06-01,8064,"item1"
3066826,2015-06-09,3168,"item12"
3066826,2015-06-09,5184,"item6"
3066826,2015-06-09,2016,"item1"
3066877,2015-06-05,3600,"item8"
3066877,2015-06-05,2016,"item1"
3066877,2015-06-05,2592,"item4"
3066877,2015-06-05,3600,"item15"
3066877,2015-06-05,2880,"item17"
3066925,2015-06-26,3600,"item8"
3066953,2015-06-01,4320,"item16"
3066973,2015-06-11,5184,"item6"
3066973,2015-06-11,2880,"item17"
3067199,2015-06-02,6480,"item10"
3067199,2015-06-02,2160,"item9"
3067230,2015-06-08,4320,"item13"
3067230,2015-06-08,3600,"item14"
3067230,2015-06-08,3600,"item15"
3067263,2015-06-23,3600,"item22"
3067273,2015-06-29,2304,"item7"
3067273,2015-06-29,3456,"item6"
3067273,2015-06-29,4320,"item24"
3067411,2015-06-02,2592,"item4"
3067411,2015-06-02,4032,"item1"
3067411,2015-06-02,3600,"item8"
3077657,2015-06-08,3600,"item8"
3077730,2015-06-24,4320,"item10"
3077782,2015-06-08,4032,"item1"
3077841,2015-06-26,3600,"item8"
3077841,2015-06-26,4320,"item16"
3078195,2015-06-05,2160,"item10"
3078265,2015-06-16,4320,"item16"
3078265,2015-06-16,3600,"item15"
3078265,2015-06-16,3600,"item14"
3078265,2015-06-16,1728,"item6"
3078314,2015-06-18,3600,"item8"
3078345,2015-06-16,3456,"item6"
3078345,2015-06-16,4032,"item1"
3078425,2015-06-04,8064,"item1"
3078430,2015-06-26,1728,"item6"
3078430,2015-06-26,2520,"item18"
3078528,2015-06-25,7200,"item8"
3078528,2015-06-25,3600,"item15"
3078529,2015-06-04,2160,"item10"
3078529,2015-06-04,2880,"item2"
3078529,2015-06-04,7200,"item8"
3078529,2015-06-04,5184,"item6"
3078529,2015-06-04,2016,"item1"
3078529,2015-06-04,2160,"item9"
3078529,2015-06-04,2880,"item3"
3078606,2015-06-23,4032,"item1"
3078606,2015-06-23,3600,"item8"
3078662,2015-06-26,8820,"item23"
3078676,2015-06-01,2880,"item3"
3078676,2015-06-01,3456,"item6"
3078757,2015-06-26,3600,"item8"
3078757,2015-06-26,4320,"item16"
3078759,2015-06-01,7200,"item15"
3078759,2015-06-01,7200,"item14"
3078759,2015-06-01,6912,"item7"
3078759,2015-06-01,5184,"item4"
3078769,2015-06-02,3600,"item14"
3078769,2015-06-02,4320,"item13"
3078800,2015-06-19,3600,"item8"
3078800,2015-06-19,4320,"item16"
3078872,2015-06-29,8820,"item23"
3078912,2015-06-02,2592,"item4"
3078912,2015-06-02,2016,"item1"
3078912,2015-06-02,3600,"item15"
3078916,2015-06-17,7200,"item15"
3078927,2015-06-02,10080,"item1"
3078973,2015-06-05,4032,"item1"
3079054,2015-06-10,4320,"item10"
3079054,2015-06-10,2880,"item17"
3079072,2015-06-18,4032,"item1"
3079179,2015-06-02,6048,"item1"
3079179,2015-06-02,6336,"item12"
3079273,2015-06-10,3600,"item15"
3079273,2015-06-10,3600,"item14"
3079273,2015-06-10,2160,"item10"
3079273,2015-06-10,2160,"item9"
3079316,2015-06-02,4320,"item13"
3079316,2015-06-02,3600,"item14"
3079316,2015-06-02,2160,"item9"
3079316,2015-06-02,3600,"item15"
3079443,2015-06-15,4320,"item16"
3079443,2015-06-15,3600,"item8"
3079536,2015-06-18,3600,"item8"
3079584,2015-06-08,7200,"item8"
3079608,2015-06-23,3600,"item8"
3079608,2015-06-23,4320,"item16"
3079716,2015-06-18,3600,"item8"
3079720,2015-06-29,4320,"item16"
3079720,2015-06-29,3600,"item8"
3079864,2015-06-15,4320,"item16"
3079864,2015-06-15,3600,"item8"
3082935,2015-06-01,12096,"item1"
3083019,2015-06-17,3600,"item22"
3083050,2015-06-23,4320,"item16"
3083115,2015-06-01,4320,"item16"
3083115,2015-06-01,2880,"item17"
3083166,2015-06-11,1728,"item6"
3083166,2015-06-11,3600,"item16"
3083172,2015-06-05,3600,"item8"
3083172,2015-06-05,3600,"item15"
3083213,2015-06-05,4320,"item11"
3083213,2015-06-05,2880,"item17"
3083213,2015-06-05,7200,"item15"
3083213,2015-06-05,2304,"item7"
3083213,2015-06-05,3168,"item12"
3083253,2015-06-11,8064,"item1"
3083279,2015-06-02,4320,"item10"
3083279,2015-06-02,4320,"item9"
3083416,2015-06-23,3600,"item15"
3083416,2015-06-23,4032,"item1"
3083451,2015-06-12,4320,"item16"
3083482,2015-06-12,2160,"item10"
3083482,2015-06-12,7200,"item15"
3083482,2015-06-12,2160,"item9"
3083596,2015-06-09,3600,"item8"
3083596,2015-06-09,4320,"item16"
3083627,2015-06-25,2700,"item16"
3083667,2015-06-26,25200,"item1"
3083692,2015-06-15,4320,"item9"
3083692,2015-06-15,8064,"item1"
3083722,2015-06-26,3600,"item16"
3083725,2015-06-18,10080,"item1"
3083963,2015-06-01,2880,"item2"
3083963,2015-06-01,2880,"item3"
3083963,2015-06-01,2160,"item10"
3083963,2015-06-01,2160,"item9"
3084040,2015-06-16,2880,"item3"
3084040,2015-06-16,6048,"item1"
3084041,2015-06-02,6336,"item12"
3084041,2015-06-02,5184,"item6"
3084041,2015-06-02,7200,"item15"
3084096,2015-06-16,7200,"item8"
3084145,2015-06-18,3600,"item8"
3084198,2015-06-02,2160,"item10"
3084198,2015-06-02,2160,"item9"
3084198,2015-06-02,3600,"item15"
3084223,2015-06-12,3168,"item12"
3084223,2015-06-12,2160,"item10"
3084223,2015-06-12,3600,"item8"
3084246,2015-06-01,4320,"item16"
3084246,2015-06-01,7200,"item14"
3084298,2015-06-22,10080,"item1"
3084397,2015-06-23,4320,"item16"
3084397,2015-06-23,3600,"item8"
3084404,2015-06-24,4320,"item10"
3084404,2015-06-24,4320,"item9"
3084429,2015-06-18,7200,"item14"
3084680,2015-06-15,3600,"item16"
3084700,2015-06-23,2160,"item10"
3084700,2015-06-23,2160,"item9"
3084700,2015-06-23,3600,"item15"
3084722,2015-06-17,3600,"item16"
3084736,2015-06-15,4320,"item16"
3084736,2015-06-15,6048,"item1"
3084736,2015-06-15,3600,"item15"
3084770,2015-06-23,7200,"item8"
3084770,2015-06-23,3168,"item12"
3084779,2015-06-17,4320,"item16"
3084883,2015-06-04,2304,"item7"
3084883,2015-06-04,3600,"item16"
3084883,2015-06-04,3600,"item15"
3084974,2015-06-18,2016,"item1"
3084974,2015-06-18,3600,"item8"
3084974,2015-06-18,3600,"item15"
3084974,2015-06-18,3600,"item14"
3085094,2015-06-10,4320,"item16"
3085154,2015-06-23,4320,"item16"
3085154,2015-06-23,3600,"item15"
3085154,2015-06-23,3600,"item14"
3085248,2015-06-16,4320,"item16"
3085267,2015-06-09,7200,"item15"
3085267,2015-06-09,3600,"item14"
3085323,2015-06-02,3168,"item12"
3085323,2015-06-02,2160,"item10"
3085323,2015-06-02,2160,"item9"
3085356,2015-06-26,4320,"item10"
3085356,2015-06-26,4320,"item9"
3085362,2015-06-04,3600,"item15"
3085362,2015-06-04,7200,"item8"
3085482,2015-06-02,7200,"item8"
3085579,2015-06-11,3600,"item15"
3085579,2015-06-11,4320,"item10"
3085579,2015-06-11,2160,"item9"
3085614,2015-06-09,2160,"item9"
3085614,2015-06-09,2160,"item10"
3085631,2015-06-29,4320,"item13"
3085631,2015-06-29,2016,"item1"
3085631,2015-06-29,3168,"item12"
3085646,2015-06-09,8064,"item1"
3085648,2015-06-15,3600,"item15"
3085648,2015-06-15,4320,"item13"
3085648,2015-06-15,3600,"item14"
3085648,2015-06-15,2160,"item9"
3085768,2015-06-09,3600,"item14"
3085768,2015-06-09,3600,"item15"
3085881,2015-06-02,2016,"item1"
3085913,2015-06-08,3600,"item15"
3085913,2015-06-08,6336,"item12"
3085913,2015-06-18,3600,"item8"
3085934,2015-06-16,6048,"item1"
3085969,2015-06-04,4320,"item9"
3085969,2015-06-04,4320,"item10"
3085983,2015-06-26,8820,"item23"
3086014,2015-06-02,3456,"item6"
3086014,2015-06-02,6048,"item1"
3086070,2015-06-29,8640,"item24"
3086084,2015-06-17,3600,"item16"
3086084,2015-06-17,3600,"item15"
3086157,2015-06-23,4320,"item16"
3086173,2015-06-11,3456,"item6"
3086173,2015-06-11,3600,"item14"
3086173,2015-06-11,7200,"item8"
3086173,2015-06-11,3600,"item15"
3086194,2015-06-18,3600,"item8"
3086270,2015-06-17,2304,"item7"
3086270,2015-06-17,2016,"item1"
3086270,2015-06-17,3600,"item8"
3086270,2015-06-17,3168,"item12"
3086323,2015-06-18,2160,"item10"
3086323,2015-06-18,2880,"item17"
3086323,2015-06-18,3600,"item15"
3086362,2015-06-11,3600,"item14"
3086362,2015-06-11,8640,"item13"
3086478,2015-06-26,8820,"item23"
3086515,2015-06-08,3600,"item16"
3086550,2015-06-09,7200,"item15"
3086550,2015-06-09,4320,"item16"
3086550,2015-06-09,4032,"item1"
3086550,2015-06-09,8640,"item13"
3086550,2015-06-09,7200,"item14"
3086558,2015-06-16,3600,"item15"
3086558,2015-06-16,3600,"item8"
3086558,2015-06-16,2304,"item7"
3086558,2015-06-16,1728,"item6"
3086625,2015-06-24,3600,"item14"
3086625,2015-06-24,6336,"item12"
3086625,2015-06-24,7200,"item15"
3086625,2015-06-24,4320,"item13"
3086666,2015-06-17,4320,"item16"
3086699,2015-06-01,3600,"item14"
